Sample_ID,Food_Name,Category,Food_Type,Storage_Type,Quantity_kg,City,Donation_DateTime,Hour_of_Day,Day_of_Week,Shelf_Life_Hours,Hours_Since_Prepared,Remaining_Hours,Spoilage_Risk,Is_Spoiled,Prediction_Confidence
1257,Fresh Milk,dairy,veg,refrigerated,9.2,Pune,2026-02-06 15:33,15,Friday,20.0,21.9,0.0,High,1,High
1258,Toast,bakery,veg,room-temperature,27.7,Mumbai,2026-09-11 18:21,18,Friday,47.9,6.8,41.1,Low,0,High
1259,Buttermilk Packs,beverages,non-veg,refrigerated,14.5,Mumbai,2026-03-12 19:11,19,Thursday,382.9,178.7,204.2,Medium,0,Medium
1260,Mangoes,fruits-vegetables,veg,refrigerated,15.8,Chandigarh,2026-04-27 12:41,12,Monday,255.3,31.2,224.1,Low,0,Medium
1261,Butter Chicken,cooked-meals,veg,frozen,3.4,Mumbai,2026-10-13 07:23,7,Tuesday,46.2,11.7,34.5,Low,0,High
1262,Biscuit Packets,packaged-food,veg,room-temperature,6.2,Mumbai,2026-10-18 14:54,14,Sunday,754.3,1081.3,0.0,High,1,Medium
1263,Namkeen Mix,packaged-food,veg,room-temperature,20.5,Kolkata,2026-12-16 20:38,20,Wednesday,698.2,601.1,97.1,High,0,Medium
1264,Smoothies,beverages,veg,refrigerated,2.5,Gurgaon,2026-01-20 21:56,21,Tuesday,583.8,823.8,0.0,High,1,Medium
1265,Cottage Cheese,dairy,veg,refrigerated,9.3,Hyderabad,2026-03-27 20:31,20,Friday,19.4,17.6,1.8,High,0,High
1266,Raita,dairy,veg,frozen,10.4,Bangalore,2026-02-03 12:23,12,Tuesday,67.1,24.1,43.0,Low,0,High
1267,Naan Bread,bakery,veg,refrigerated,33.4,Lucknow,2026-12-04 17:53,17,Friday,165.1,24.5,140.6,Low,0,High
1268,Milkshake Bottles,beverages,non-veg,frozen,13.6,Gurgaon,2026-05-25 11:28,11,Monday,1406.7,417.9,988.8,Low,0,Medium
1269,Cauliflower,fruits-vegetables,veg,refrigerated,3.8,Lucknow,2026-02-23 11:30,11,Monday,256.0,149.3,106.7,Medium,0,Medium
1270,Curd / Yogurt,dairy,veg,frozen,5.3,Jaipur,2026-10-28 18:36,18,Wednesday,69.6,18.1,51.5,Low,0,High
1271,Palak Paneer,cooked-meals,veg,refrigerated,10.9,Kochi,2026-06-30 22:03,22,Tuesday,14.4,17.8,0.0,High,1,High
1272,Watermelon Juice,beverages,veg,frozen,8.7,Mumbai,2026-12-24 07:13,7,Thursday,2132.2,1462.4,669.8,Medium,0,Medium
1273,Donuts,bakery,veg,refrigerated,12.2,Indore,2026-11-24 15:02,15,Tuesday,175.5,100.4,75.1,Medium,0,High
1274,Rajma Chawal,cooked-meals,non-veg,frozen,20.7,Kochi,2026-06-19 23:24,23,Friday,31.1,10.7,20.4,Low,0,High
1275,Apples,fruits-vegetables,veg,room-temperature,22.9,Chandigarh,2026-05-13 20:27,20,Wednesday,71.8,61.4,10.4,High,0,Medium
1276,Protein Shake,beverages,veg,frozen,15.3,Pune,2026-05-20 12:00,12,Wednesday,1888.6,2333.0,0.0,High,1,Medium
1277,Dinner Rolls,bakery,veg,frozen,29.2,Bangalore,2026-01-22 17:28,17,Thursday,552.2,549.1,3.1,High,0,High
1278,Coconut Water,beverages,veg,room-temperature,18.2,Kolkata,2026-09-08 08:34,8,Tuesday,181.1,45.5,135.6,Low,0,Medium
1279,Buttermilk Packs,beverages,non-veg,frozen,7.2,Mumbai,2026-10-19 11:48,11,Monday,1330.5,788.1,542.4,Medium,0,Medium
1280,Croissants,bakery,veg,frozen,39.8,Hyderabad,2026-08-29 13:07,13,Saturday,575.9,32.9,543.0,Low,0,High
1281,Paneer Butter Masala,cooked-meals,veg,refrigerated,12.1,New Delhi,2026-03-15 13:49,13,Sunday,14.3,14.2,0.1,High,0,High
1282,Puff Pastry,bakery,veg,room-temperature,38.2,Indore,2026-06-24 20:16,20,Wednesday,49.6,13.1,36.5,Low,0,High
1283,Cold Coffee,beverages,non-veg,refrigerated,4.8,Bangalore,2026-05-30 13:14,13,Saturday,415.5,390.9,24.6,High,0,Medium
1284,Green Juice,beverages,veg,refrigerated,3.2,Jaipur,2026-05-06 15:18,15,Wednesday,541.9,130.9,411.0,Low,0,Medium
1285,Curd / Yogurt,dairy,veg,room-temperature,8.3,Noida,2026-01-09 15:10,15,Friday,5.8,8.1,0.0,High,1,High
1286,Muffins,bakery,veg,room-temperature,24.7,Kochi,2026-07-18 18:07,18,Saturday,48.1,16.2,31.9,Low,0,High
1287,Pickle Jar,packaged-food,veg,room-temperature,46.0,Chandigarh,2026-10-20 16:18,16,Tuesday,672.5,621.4,51.1,High,0,Medium
1288,Sugarcane Juice,beverages,non-veg,frozen,6.5,Indore,2026-11-22 13:58,13,Sunday,1377.5,316.4,1061.1,Low,0,Medium
1289,Lassi,dairy,veg,refrigerated,3.4,Bangalore,2026-07-18 23:56,23,Saturday,19.4,10.7,8.7,Medium,0,High
1290,Butter,dairy,veg,refrigerated,13.3,Kochi,2026-04-27 23:08,23,Monday,19.6,18.4,1.2,High,0,High
1291,Cabbage,fruits-vegetables,veg,refrigerated,17.2,Kolkata,2026-07-18 13:21,13,Saturday,247.8,247.3,0.5,High,0,Medium
1292,Peanut Butter Jar,packaged-food,veg,refrigerated,30.6,Indore,2026-12-04 19:23,19,Friday,2371.9,1648.6,723.3,Medium,0,Medium
1293,Bell Peppers,fruits-vegetables,veg,room-temperature,18.0,Indore,2026-10-05 16:19,16,Monday,72.8,91.0,0.0,High,1,Medium
1294,Flour Bag,packaged-food,veg,room-temperature,29.8,Jaipur,2026-03-22 16:59,16,Sunday,741.8,480.4,261.4,Medium,0,Medium
1295,Fried Rice,cooked-meals,non-veg,room-temperature,8.3,Chandigarh,2026-12-15 14:09,14,Tuesday,2.9,1.7,1.2,Medium,0,High
1296,Cupcakes,bakery,veg,room-temperature,35.4,Kolkata,2026-03-08 18:31,18,Sunday,45.7,41.8,3.9,High,0,High
1297,Chips / Crisps,packaged-food,veg,room-temperature,5.4,Kolkata,2026-01-28 11:05,11,Wednesday,681.7,952.6,0.0,High,1,Medium
1298,Iced Tea,beverages,veg,refrigerated,17.1,Lucknow,2026-07-05 16:20,16,Sunday,550.8,747.3,0.0,High,1,Medium
1299,Cream,dairy,veg,refrigerated,8.9,Jaipur,2026-03-19 10:07,10,Thursday,21.5,29.4,0.0,High,1,High
1300,Pickle Jar,packaged-food,non-veg,frozen,36.0,Bangalore,2026-05-08 22:42,22,Friday,6247.8,8520.6,0.0,High,1,Medium
1301,Roti & Sabzi,cooked-meals,veg,refrigerated,5.9,Kolkata,2026-01-11 15:52,15,Sunday,13.0,18.2,0.0,High,1,High
1302,Banana Bread,bakery,non-veg,frozen,24.8,Kolkata,2026-06-23 23:56,23,Tuesday,431.3,44.6,386.7,Low,0,High
1303,Ice Cream Tub,dairy,veg,frozen,12.1,Kolkata,2026-12-09 10:40,10,Wednesday,66.8,29.3,37.5,Medium,0,High
1304,Fish Fry,cooked-meals,veg,frozen,11.6,Hyderabad,2026-03-28 12:16,12,Saturday,48.3,37.2,11.1,High,0,High
1305,Mutton Rogan Josh,cooked-meals,non-veg,room-temperature,16.9,Pune,2026-12-25 11:28,11,Friday,2.9,1.5,1.4,Medium,0,High
1306,Green Juice,beverages,veg,refrigerated,11.9,Lucknow,2026-03-08 20:59,20,Sunday,622.9,10.0,612.9,Low,0,Medium
1307,Ice Cream Tub,dairy,veg,refrigerated,1.5,Kolkata,2026-12-11 11:24,11,Friday,21.7,11.9,9.8,Medium,0,High
1308,Cabbage,fruits-vegetables,veg,refrigerated,26.0,Chennai,2026-10-10 10:18,10,Saturday,264.2,33.0,231.2,Low,0,Medium
1309,Lemonade,beverages,non-veg,frozen,18.1,Gurgaon,2026-01-12 19:51,19,Monday,1374.9,220.8,1154.1,Low,0,Medium
1310,Paneer,dairy,veg,frozen,11.9,Noida,2026-02-08 01:00,1,Sunday,75.6,91.5,0.0,High,1,High
1311,Instant Noodles,packaged-food,veg,room-temperature,44.2,Gurgaon,2026-08-24 16:21,16,Monday,671.6,669.9,1.7,High,0,Medium
1312,Roti & Sabzi,cooked-meals,non-veg,room-temperature,6.3,Chandigarh,2026-02-16 00:50,0,Monday,3.0,1.0,2.0,Low,0,High
1313,Pulao,cooked-meals,non-veg,room-temperature,12.9,Lucknow,2026-04-12 17:31,17,Sunday,2.8,3.0,0.0,High,1,High
1314,Kombucha,beverages,veg,refrigerated,5.3,Chennai,2026-01-04 08:12,8,Sunday,617.9,133.4,484.5,Low,0,Medium
1315,Muffins,bakery,veg,refrigerated,31.5,Kochi,2026-04-27 10:40,10,Monday,166.7,148.1,18.6,High,0,High
1316,Granola Mix,packaged-food,veg,room-temperature,20.5,Indore,2026-05-04 14:41,14,Monday,736.5,1069.6,0.0,High,1,Medium
1317,Croissants,bakery,veg,refrigerated,36.6,Pune,2026-01-31 15:52,15,Saturday,168.7,20.2,148.5,Low,0,High
1318,Green Juice,beverages,veg,frozen,14.1,Indore,2026-06-13 15:58,15,Saturday,2090.7,1133.6,957.1,Medium,0,Medium
1319,Lemonade,beverages,non-veg,frozen,17.1,Ahmedabad,2026-08-19 12:51,12,Wednesday,1316.7,731.6,585.1,Medium,0,Medium
1320,Mixed Salad,fruits-vegetables,veg,room-temperature,4.4,Ahmedabad,2026-06-30 12:56,12,Tuesday,66.9,32.6,34.3,Medium,0,Medium
1321,Grapes,fruits-vegetables,veg,room-temperature,26.6,Kochi,2026-07-17 12:01,12,Friday,69.1,14.5,54.6,Low,0,Medium
1322,Iced Tea,beverages,non-veg,refrigerated,2.3,Lucknow,2026-12-05 20:09,20,Saturday,389.2,552.3,0.0,High,1,Medium
1323,Pulao,cooked-meals,veg,refrigerated,6.5,Kochi,2026-09-12 12:19,12,Saturday,14.8,21.2,0.0,High,1,High
1324,Puff Pastry,bakery,veg,refrigerated,20.1,New Delhi,2026-03-23 13:42,13,Monday,160.5,85.1,75.4,Medium,0,High
1325,Shrikhand,dairy,veg,refrigerated,14.2,Chennai,2026-04-21 12:00,12,Tuesday,22.6,21.4,1.2,High,0,High
1326,Condensed Milk,dairy,veg,refrigerated,2.8,Gurgaon,2026-05-25 12:23,12,Monday,20.5,21.2,0.0,High,1,High
1327,Namkeen Mix,packaged-food,veg,room-temperature,23.8,Hyderabad,2026-04-18 21:44,21,Saturday,683.4,933.0,0.0,High,1,Medium
1328,Orange Juice,beverages,non-veg,frozen,8.1,Bangalore,2026-06-19 17:57,17,Friday,1476.6,2138.4,0.0,High,1,Medium
1329,Jam Bottle,packaged-food,veg,room-temperature,26.1,Mumbai,2026-01-10 11:56,11,Saturday,738.3,425.4,312.9,Medium,0,Medium
1330,Paneer,dairy,veg,refrigerated,13.5,Gurgaon,2026-05-17 08:24,8,Sunday,21.0,6.1,14.9,Low,0,High
1331,Iced Tea,beverages,non-veg,room-temperature,10.5,Kolkata,2026-04-25 16:20,16,Saturday,118.6,146.7,0.0,High,1,Medium
1332,Fruit Cake,bakery,veg,refrigerated,26.2,Chandigarh,2026-10-02 10:51,10,Friday,173.9,49.1,124.8,Low,0,High
1333,Canned Beans,packaged-food,non-veg,room-temperature,44.8,Hyderabad,2026-09-26 19:18,19,Saturday,482.1,571.8,0.0,High,1,Medium
1334,Rajma Chawal,cooked-meals,veg,refrigerated,2.6,Mumbai,2026-11-30 16:26,16,Monday,15.1,8.3,6.8,Medium,0,High
1335,Banana Bread,bakery,veg,frozen,20.5,Ahmedabad,2026-06-10 09:17,9,Wednesday,619.8,256.6,363.2,Medium,0,High
1336,Oranges,fruits-vegetables,veg,refrigerated,33.6,Jaipur,2026-03-05 07:20,7,Thursday,258.1,184.7,73.4,High,0,Medium
1337,Buttermilk Packs,beverages,veg,frozen,9.8,Lucknow,2026-06-15 12:20,12,Monday,1919.1,2406.8,0.0,High,1,Medium
1338,Whey Protein Shake,dairy,veg,room-temperature,11.0,Mumbai,2026-03-09 13:59,13,Monday,6.2,1.3,4.9,Low,0,High
1339,Buns,bakery,veg,refrigerated,16.8,Ahmedabad,2026-07-31 12:04,12,Friday,156.5,94.0,62.5,Medium,0,High
1340,Cauliflower,fruits-vegetables,veg,room-temperature,29.1,Indore,2026-08-18 09:48,9,Tuesday,66.6,86.8,0.0,High,1,Medium
1341,Palak Paneer,cooked-meals,veg,frozen,7.2,Hyderabad,2026-01-22 07:48,7,Thursday,46.1,65.7,0.0,High,1,High
1342,Bagels,bakery,veg,frozen,28.5,Ahmedabad,2026-01-10 14:18,14,Saturday,572.6,20.2,552.4,Low,0,High
1343,Sweet Corn,fruits-vegetables,veg,frozen,4.2,Kolkata,2026-04-28 15:00,15,Tuesday,914.9,963.1,0.0,High,1,Medium
1344,Mishti Doi,dairy,veg,refrigerated,8.5,Chennai,2026-11-18 18:18,18,Wednesday,21.8,18.2,3.6,High,0,High
1345,Puff Pastry,bakery,veg,refrigerated,36.4,Ahmedabad,2026-07-21 09:18,9,Tuesday,174.5,7.5,167.0,Low,0,High
1346,Watermelon Juice,beverages,non-veg,room-temperature,5.3,Noida,2026-01-22 12:06,12,Thursday,116.2,162.6,0.0,High,1,Medium
1347,Granola Mix,packaged-food,veg,refrigerated,21.2,Lucknow,2026-01-28 16:14,16,Wednesday,2457.9,3282.1,0.0,High,1,Medium
1348,Bagels,bakery,veg,room-temperature,34.0,Pune,2026-06-20 10:46,10,Saturday,47.0,50.8,0.0,High,1,High
1349,Green Beans,fruits-vegetables,non-veg,refrigerated,20.9,Kochi,2026-05-27 19:42,19,Wednesday,190.2,267.6,0.0,High,1,Medium
1350,Rice & Dal,cooked-meals,non-veg,room-temperature,23.8,Noida,2026-01-01 11:24,11,Thursday,2.6,2.2,0.4,High,0,High
1351,Fish Fry,cooked-meals,non-veg,refrigerated,19.1,Chandigarh,2026-07-10 08:26,8,Friday,10.4,0.3,10.1,Low,0,High
1352,Rajma Chawal,cooked-meals,veg,room-temperature,4.8,Gurgaon,2026-11-22 18:43,18,Sunday,4.1,0.2,3.9,Low,0,High
1353,Spinach,fruits-vegetables,veg,frozen,10.5,Chennai,2026-10-24 17:17,17,Saturday,855.5,28.9,826.6,Low,0,Medium
1354,Roti & Sabzi,cooked-meals,veg,frozen,10.7,Ahmedabad,2026-01-20 13:53,13,Tuesday,49.7,30.7,19.0,Medium,0,High
1355,Chips / Crisps,packaged-food,veg,refrigerated,37.3,Chandigarh,2026-04-14 19:01,19,Tuesday,2514.6,1025.8,1488.8,Medium,0,Medium
1356,Banana Bread,bakery,non-veg,room-temperature,35.6,Ahmedabad,2026-08-11 14:44,14,Tuesday,35.6,42.3,0.0,High,1,High
1357,Cold Coffee,beverages,non-veg,refrigerated,3.6,Jaipur,2026-07-08 13:30,13,Wednesday,438.0,107.7,330.3,Low,0,Medium
1358,Mozzarella,dairy,veg,refrigerated,5.9,Ahmedabad,2026-03-31 15:23,15,Tuesday,20.7,30.5,0.0,High,1,High
1359,Dinner Rolls,bakery,veg,refrigerated,8.0,Indore,2026-05-10 20:21,20,Sunday,162.0,87.2,74.8,Medium,0,High
1360,Cereal Box,packaged-food,veg,room-temperature,43.7,Jaipur,2026-11-17 09:21,9,Tuesday,730.6,693.4,37.2,High,0,Medium
1361,Protein Bars,packaged-food,veg,room-temperature,42.1,New Delhi,2026-02-27 23:34,23,Friday,767.5,598.2,169.3,High,0,Medium
1362,Mozzarella,dairy,veg,refrigerated,10.9,Noida,2026-06-21 13:20,13,Sunday,20.0,25.1,0.0,High,1,High
1363,Papaya,fruits-vegetables,veg,refrigerated,27.0,Hyderabad,2026-12-19 18:06,18,Saturday,257.0,246.9,10.1,High,0,Medium
1364,Mango Lassi,beverages,veg,frozen,16.4,Noida,2026-09-11 09:04,9,Friday,2058.4,2933.6,0.0,High,1,Medium
1365,Oranges,fruits-vegetables,veg,room-temperature,33.4,Chennai,2026-04-08 06:01,6,Wednesday,74.7,13.6,61.1,Low,0,Medium
1366,Lemonade,beverages,veg,refrigerated,10.1,Chandigarh,2026-03-02 12:22,12,Monday,553.3,334.5,218.8,Medium,0,Medium
1367,Whey Protein Shake,dairy,veg,refrigerated,7.0,Lucknow,2026-10-29 21:40,21,Thursday,21.7,19.3,2.4,High,0,High
1368,Mutton Rogan Josh,cooked-meals,veg,refrigerated,18.1,Mumbai,2026-07-16 18:49,18,Thursday,14.9,9.4,5.5,Medium,0,High
1369,Shrikhand,dairy,veg,room-temperature,7.8,Mumbai,2026-02-14 13:34,13,Saturday,5.7,0.7,5.0,Low,0,High
1370,Coconut Water,beverages,non-veg,refrigerated,15.5,New Delhi,2026-05-04 15:30,15,Monday,394.3,191.0,203.3,Medium,0,Medium
1371,Green Juice,beverages,veg,frozen,9.4,Kochi,2026-01-06 17:37,17,Tuesday,2168.1,2196.0,0.0,High,1,Medium
1372,Sugar Packets,packaged-food,veg,room-temperature,17.4,Jaipur,2026-10-17 12:59,12,Saturday,683.2,669.9,13.3,High,1,Medium
1373,Canned Beans,packaged-food,non-veg,frozen,18.2,Kolkata,2026-03-25 07:38,7,Wednesday,6390.9,4090.8,2300.1,Medium,0,Medium
1374,Fried Rice,cooked-meals,veg,room-temperature,10.9,Pune,2026-12-01 20:49,20,Tuesday,4.0,0.3,3.7,Low,0,High
1375,Ghee,dairy,veg,refrigerated,12.3,Bangalore,2026-03-01 08:08,8,Sunday,20.2,22.4,0.0,High,1,High
1376,Biscuit Packets,packaged-food,non-veg,room-temperature,36.5,Noida,2026-01-11 17:57,17,Sunday,533.9,294.9,239.0,Medium,0,Medium
1377,Watermelon Slices,fruits-vegetables,veg,frozen,25.5,Indore,2026-02-04 08:16,8,Wednesday,856.4,1218.7,0.0,High,1,Medium
1378,Papaya,fruits-vegetables,non-veg,room-temperature,6.9,Chandigarh,2026-03-24 08:11,8,Tuesday,50.5,14.9,35.6,Low,0,Medium
1379,Soup Packets,packaged-food,non-veg,room-temperature,40.5,Jaipur,2026-04-05 15:07,15,Sunday,492.6,29.4,463.2,Low,0,Medium
1380,Butter,dairy,veg,refrigerated,8.1,Chennai,2026-01-07 09:42,9,Wednesday,21.3,18.7,2.6,High,1,High
1381,Donuts,bakery,veg,room-temperature,11.6,Mumbai,2026-09-01 13:13,13,Tuesday,45.4,11.7,33.7,Low,0,High
1382,Lemon Soda,beverages,veg,room-temperature,14.0,Mumbai,2026-09-19 09:48,9,Saturday,165.1,118.3,46.8,High,0,Medium
1383,Mixed Veg Curry,cooked-meals,veg,refrigerated,21.3,Chennai,2026-07-05 21:52,21,Sunday,15.1,9.2,5.9,Medium,0,High
1384,Egg Curry,cooked-meals,veg,frozen,18.7,Kochi,2026-07-11 12:38,12,Saturday,46.1,59.9,0.0,High,1,High
1385,Dinner Rolls,bakery,veg,frozen,10.5,Gurgaon,2026-11-03 14:31,14,Tuesday,590.4,66.5,523.9,Low,0,High
1386,Tomatoes,fruits-vegetables,veg,room-temperature,27.7,Chennai,2026-01-21 12:25,12,Wednesday,70.0,48.8,21.2,Medium,0,Medium
1387,Cottage Cheese,dairy,veg,frozen,7.6,Kochi,2026-09-07 12:55,12,Monday,75.2,77.7,0.0,High,1,High
1388,Energy Drinks,beverages,veg,refrigerated,8.1,Jaipur,2026-12-21 13:21,13,Monday,553.3,429.1,124.2,High,0,Medium
1389,Flavoured Yogurt,dairy,veg,refrigerated,4.2,Hyderabad,2026-06-15 20:36,20,Monday,22.6,11.8,10.8,Medium,0,High
1390,Mishti Doi,dairy,veg,refrigerated,6.9,Indore,2026-12-04 10:39,10,Friday,20.8,24.6,0.0,High,1,High
1391,Protein Shake,beverages,veg,frozen,14.3,Hyderabad,2026-12-31 14:20,14,Thursday,1930.9,2311.4,0.0,High,1,Medium
1392,Muffins,bakery,veg,room-temperature,25.9,Indore,2026-11-21 19:11,19,Saturday,44.7,43.4,1.3,High,0,High
1393,Naan Bread,bakery,veg,frozen,21.1,Mumbai,2026-06-24 09:38,9,Wednesday,545.6,206.7,338.9,Low,0,High
1394,Rice Packets,packaged-food,veg,room-temperature,47.0,Lucknow,2026-09-11 13:35,13,Friday,722.3,889.7,0.0,High,1,Medium
1395,Carrots,fruits-vegetables,veg,refrigerated,23.1,Pune,2026-09-08 15:30,15,Tuesday,245.4,142.4,103.0,Medium,0,Medium
1396,Muffins,bakery,veg,room-temperature,6.4,Jaipur,2026-02-05 11:35,11,Thursday,50.5,20.3,30.2,Medium,0,High
1397,Masala Chai Flask,beverages,veg,room-temperature,18.0,Kolkata,2026-10-18 07:07,7,Sunday,166.1,243.4,0.0,High,1,Medium
1398,Kheer,dairy,veg,refrigerated,9.5,Kochi,2026-05-17 21:22,21,Sunday,20.2,7.2,13.0,Low,0,High
1399,Ready-to-Eat Meals,packaged-food,veg,refrigerated,42.1,Bangalore,2026-04-15 14:01,14,Wednesday,2567.2,351.1,2216.1,Low,0,Medium
1400,Shrikhand,dairy,veg,refrigerated,6.7,Indore,2026-05-04 13:10,13,Monday,21.7,5.6,16.1,Low,0,High
1401,Rice & Dal,cooked-meals,non-veg,refrigerated,15.3,Hyderabad,2026-11-04 19:28,19,Wednesday,9.3,3.2,6.1,Low,0,High
1402,Grapes,fruits-vegetables,veg,refrigerated,30.2,Chennai,2026-07-14 06:48,6,Tuesday,238.6,73.4,165.2,Low,0,Medium
1403,Papaya,fruits-vegetables,veg,refrigerated,19.2,Hyderabad,2026-07-18 19:38,19,Saturday,233.3,130.5,102.8,Medium,0,Medium
1404,Rice Packets,packaged-food,veg,room-temperature,19.1,Chennai,2026-07-27 11:45,11,Monday,747.2,1007.0,0.0,High,1,Medium
1405,Bananas,fruits-vegetables,veg,room-temperature,17.5,Kolkata,2026-01-12 12:22,12,Monday,73.9,42.2,31.7,Medium,0,Medium
1406,Green Juice,beverages,non-veg,room-temperature,9.9,Indore,2026-06-28 10:23,10,Sunday,117.1,175.1,0.0,High,1,Medium
1407,Buns,bakery,veg,refrigerated,17.8,Bangalore,2026-04-28 08:58,8,Tuesday,177.3,24.6,152.7,Low,0,High
1408,Chole Bhature,cooked-meals,veg,refrigerated,12.4,Chennai,2026-05-31 09:27,9,Sunday,14.7,19.2,0.0,High,1,High
1409,Oranges,fruits-vegetables,veg,room-temperature,30.9,Gurgaon,2026-11-14 07:41,7,Saturday,73.0,85.9,0.0,High,1,Medium
1410,Smoothies,beverages,non-veg,frozen,10.5,New Delhi,2026-08-05 20:15,20,Wednesday,1494.4,1810.6,0.0,High,1,Medium
1411,Lemonade,beverages,veg,room-temperature,6.8,Ahmedabad,2026-04-02 14:49,14,Thursday,160.1,132.9,27.2,High,0,Medium
1412,Cupcakes,bakery,veg,room-temperature,16.4,Kochi,2026-03-29 18:32,18,Sunday,45.0,1.4,43.6,Low,0,High
1413,Pulao,cooked-meals,veg,refrigerated,5.6,Kochi,2026-03-09 11:38,11,Monday,13.5,7.4,6.1,Medium,0,High
1414,Cucumber,fruits-vegetables,veg,room-temperature,25.8,New Delhi,2026-03-24 16:48,16,Tuesday,66.9,6.7,60.2,Low,0,Medium
1415,Rajma Chawal,cooked-meals,veg,refrigerated,17.6,Pune,2026-07-22 14:46,14,Wednesday,14.1,18.8,0.0,High,1,High
1416,Watermelon Juice,beverages,non-veg,frozen,12.4,Indore,2026-07-27 18:33,18,Monday,1509.8,923.3,586.5,Medium,0,Medium
1417,Onions,fruits-vegetables,veg,frozen,34.8,Pune,2026-06-02 09:57,9,Tuesday,800.3,459.3,341.0,Medium,0,Medium
1418,Egg Curry,cooked-meals,veg,room-temperature,7.0,Kochi,2026-11-23 18:28,18,Monday,3.8,3.4,0.4,High,0,High
1419,Brownies,bakery,veg,room-temperature,36.5,Ahmedabad,2026-08-13 11:25,11,Thursday,47.6,50.9,0.0,High,1,High
1420,Banana Bread,bakery,veg,room-temperature,13.6,Mumbai,2026-03-16 20:59,20,Monday,51.3,22.7,28.6,Medium,0,High
1421,Cauliflower,fruits-vegetables,veg,refrigerated,14.4,Indore,2026-09-20 14:02,14,Sunday,244.6,360.1,0.0,High,1,Medium
1422,Fish Fry,cooked-meals,veg,frozen,5.8,Jaipur,2026-02-21 09:45,9,Saturday,48.1,19.5,28.6,Medium,0,High
1423,Bagels,bakery,veg,refrigerated,16.7,Kolkata,2026-11-10 13:39,13,Tuesday,155.7,66.5,89.2,Medium,0,High
1424,Poha Mix,packaged-food,veg,refrigerated,24.5,Jaipur,2026-09-21 06:49,6,Monday,2378.2,2599.4,0.0,High,1,Medium
1425,Roti & Sabzi,cooked-meals,veg,frozen,12.1,Gurgaon,2026-11-22 11:09,11,Sunday,51.7,71.0,0.0,High,1,High
1426,Mangoes,fruits-vegetables,veg,room-temperature,12.7,Hyderabad,2026-03-10 10:36,10,Tuesday,77.4,48.5,28.9,Medium,0,Medium
1427,Garlic Bread,bakery,non-veg,room-temperature,5.0,Chennai,2026-02-03 10:02,10,Tuesday,30.9,33.7,0.0,High,1,High
1428,Banana Bread,bakery,non-veg,refrigerated,9.0,Kolkata,2026-12-09 13:57,13,Wednesday,126.1,116.7,9.4,High,0,High
1429,Mangoes,fruits-vegetables,veg,refrigerated,19.9,Lucknow,2026-12-08 17:45,17,Tuesday,257.6,200.9,56.7,High,0,Medium
1430,Jam Bottle,packaged-food,veg,room-temperature,17.2,Pune,2026-09-18 11:46,11,Friday,762.4,58.7,703.7,Low,0,Medium
1431,Cheese Slices,dairy,veg,refrigerated,12.0,Indore,2026-05-08 13:09,13,Friday,20.8,3.1,17.7,Low,0,High
1432,Kheer,dairy,veg,refrigerated,5.2,Indore,2026-05-05 10:30,10,Tuesday,21.1,21.0,0.1,High,0,High
1433,Khichdi,cooked-meals,non-veg,room-temperature,11.5,Mumbai,2026-01-16 11:23,11,Friday,2.8,1.3,1.5,Medium,0,High
1434,Cauliflower,fruits-vegetables,veg,room-temperature,12.2,Bangalore,2026-11-09 19:21,19,Monday,73.9,66.3,7.6,High,0,Medium
1435,Chicken Curry,cooked-meals,veg,frozen,2.2,Mumbai,2026-10-04 13:57,13,Sunday,45.2,63.4,0.0,High,1,High
1436,Iced Tea,beverages,veg,room-temperature,10.5,Kolkata,2026-01-17 09:53,9,Saturday,155.4,158.2,0.0,High,1,Medium
1437,Sparkling Water,beverages,veg,room-temperature,5.0,Lucknow,2026-06-08 11:02,11,Monday,162.8,20.1,142.7,Low,0,Medium
1438,Fried Rice,cooked-meals,non-veg,refrigerated,4.5,Jaipur,2026-10-31 11:53,11,Saturday,10.1,1.1,9.0,Low,0,High
1439,Croissants,bakery,veg,refrigerated,10.5,Lucknow,2026-12-25 14:31,14,Friday,160.0,53.7,106.3,Low,0,High
1440,Mixed Salad,fruits-vegetables,veg,refrigerated,14.5,Noida,2026-09-18 11:41,11,Friday,259.0,316.5,0.0,High,1,Medium
1441,Brownies,bakery,veg,refrigerated,10.2,Lucknow,2026-03-21 06:03,6,Saturday,180.6,237.1,0.0,High,1,High
1442,Onions,fruits-vegetables,veg,refrigerated,27.7,Noida,2026-12-19 11:15,11,Saturday,235.6,170.2,65.4,High,0,Medium
1443,Lemon Soda,beverages,non-veg,frozen,5.8,Bangalore,2026-08-31 16:23,16,Monday,1450.2,850.1,600.1,Medium,0,Medium
1444,Vegetable Biryani,cooked-meals,veg,refrigerated,12.7,Kolkata,2026-07-23 19:55,19,Thursday,13.9,9.4,4.5,Medium,0,High
1445,Masala Chai Flask,beverages,non-veg,frozen,17.6,Bangalore,2026-04-05 00:50,0,Sunday,1494.3,2139.0,0.0,High,1,Medium
1446,Mixed Salad,fruits-vegetables,veg,room-temperature,10.7,Indore,2026-11-06 13:17,13,Friday,68.3,20.7,47.6,Low,0,Medium
1447,Rice & Dal,cooked-meals,non-veg,frozen,10.6,Kochi,2026-01-02 09:49,9,Friday,34.6,50.3,0.0,High,1,High
